Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Year,Fantasy_Pts
180,Damien Williams,MIA,RB,24,15,0.0,0.0,0.0,0.0,0.0,0.0,35.0,115.0,3.29,3.0,32.0,23.0,249.0,10.83,3.0,1.0,1.0,6,0.0,0.0,70.0,93.4,100.4,81.9,,53,,2016,93.40000054240227
181,Tyler Eifert,CIN,TE,26,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,47.0,29.0,394.0,13.59,5.0,0.0,0.0,5,0.0,0.0,69.0,98.4,101.4,83.9,,24,,2016,98.40000058710575
182,Cordarrelle Patterson,MIN,WR,25,16,8.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,6.14,0.0,70.0,52.0,453.0,8.71,2.0,2.0,0.0,3,0.0,0.0,68.0,119.6,122.6,93.6,,73,,2016,113.6000007390976
183,Breshad Perriman,BAL,WR,23,16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,66.0,33.0,499.0,15.12,3.0,0.0,0.0,3,0.0,0.0,68.0,101.1,104.1,84.6,,71,,2016,101.10000074654818
184,DeAndre Washington,OAK,RB,23,14,2.0,0.0,0.0,0.0,0.0,0.0,87.0,467.0,5.37,2.0,23.0,17.0,115.0,6.76,0.0,1.0,1.0,2,0.0,0.0,68.0,85.2,92.2,76.7,,54,,2016,85.20000086724758
185,Robert Woods,BUF,WR,24,13,10.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,76.0,51.0,613.0,12.02,1.0,0.0,0.0,1,0.0,0.0,68.0,118.9,121.9,93.4,,72,,2016,118.90000092238188
186,Matt Jones,WAS,RB,23,7,7.0,0.0,0.0,0.0,0.0,0.0,99.0,460.0,4.65,3.0,8.0,8.0,73.0,9.13,0.0,3.0,2.0,3,0.0,0.0,67.0,75.3,80.3,71.3,,55,,2016,75.30000079423189
187,Phillip Dorsett,IND,WR,23,15,7.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,59.0,33.0,528.0,16.0,2.0,1.0,0.0,2,0.0,0.0,66.0,98.8,101.8,82.3,,74,,2016,98.80000080168247
188,Robert Griffin III,CLE,QB,26,5,5.0,87.0,147.0,886.0,2.0,3.0,31.0,190.0,6.13,2.0,0.0,0.0,0.0,,0.0,4.0,1.0,2,0.0,0.0,66.0,66.4,76.4,69.4,,35,,2016,82.3000009432435
189,Allen Hurns,JAX,WR,25,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,76.0,35.0,477.0,13.63,3.0,1.0,0.0,3,0.0,0.0,66.0,100.7,103.7,83.2,,75,,2016,100.70000071078539
190,Jeremy Maclin,KAN,WR,28,12,12.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,76.0,44.0,536.0,12.18,2.0,0.0,0.0,2,0.0,0.0,66.0,109.5,112.5,87.5,,76,,2016,109.50000079721212
191,Charcandrick West,KAN,RB,25,15,2.0,0.0,0.0,0.0,0.0,0.0,88.0,293.0,3.33,1.0,34.0,28.0,188.0,6.71,2.0,0.0,0.0,3,0.0,0.0,66.0,94.1,100.1,80.1,,56,,2016,94.10000071674585
192,John Brown,ARI,WR,26,15,6.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,73.0,39.0,517.0,13.26,2.0,1.0,0.0,2,0.0,0.0,65.0,103.7,106.7,84.2,,77,,2016,103.7000007852912
193,Malcolm Mitchell,NWE,WR,24,14,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48.0,32.0,401.0,12.53,4.0,0.0,0.0,4,0.0,0.0,64.0,96.1,99.1,80.1,,79,,2016,96.10000059753656
194,Tajae Sharpe,TEN,WR,22,16,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,83.0,41.0,522.0,12.73,2.0,0.0,0.0,2,0.0,0.0,64.0,105.3,108.3,84.8,,78,,2016,105.30000077933073
195,Victor Cruz,NYG,WR,30,15,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,72.0,39.0,586.0,15.03,1.0,1.0,1.0,1,0.0,0.0,63.0,101.6,105.6,82.1,,82,,2016,101.60000087320805
196,Devin Funchess,CAR,WR,22,15,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,58.0,23.0,371.0,16.13,4.0,0.0,0.0,4,1.0,0.0,63.0,86.1,89.1,74.6,,80,,2016,86.10000055283308
197,Vance McDonald,SFO,WR,26,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,45.0,24.0,391.0,16.29,4.0,0.0,0.0,4,0.0,0.0,63.0,87.1,90.1,75.1,,81,,2016,87.1000005826354
198,Thomas Rawls,SEA,RB,23,9,7.0,0.0,0.0,0.0,0.0,0.0,109.0,349.0,3.2,3.0,17.0,13.0,96.0,7.38,0.0,0.0,0.0,3,0.0,0.0,63.0,75.5,78.5,69.0,,57,,2016,75.50000066310167
199,Paul Perkins,NYG,RB,22,14,1.0,0.0,0.0,0.0,0.0,0.0,112.0,456.0,4.07,0.0,24.0,15.0,162.0,10.8,0.0,1.0,0.0,0,0.0,0.0,62.0,76.8,82.8,69.3,,58,,2016,76.80000092089176
200,Marquise Goodwin,BUF,WR,26,15,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,68.0,29.0,431.0,14.86,3.0,0.0,0.0,3,0.0,0.0,61.0,90.1,93.1,75.6,,83,,2016,90.10000064224005
201,Kendall Wright,TEN,WR,27,11,4.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,0.0,42.0,29.0,416.0,14.34,3.0,0.0,0.0,3,0.0,0.0,61.0,90.1,93.1,75.6,,84,,2016,90.10000064224005
202,Corey Coleman,CLE,WR,22,10,10.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,73.0,33.0,413.0,12.52,3.0,0.0,0.0,3,0.0,0.0,60.0,93.3,96.3,76.8,,85,,2016,93.30000063031912
203,Lance Kendricks,LAR,TE,28,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87.0,50.0,499.0,9.98,2.0,1.0,1.0,2,0.0,0.0,60.0,109.9,113.9,84.9,,25,,2016,109.90000074356794
204,Rex Burkhead,CIN,RB,26,16,1.0,0.0,0.0,0.0,0.0,0.0,74.0,344.0,4.65,2.0,20.0,17.0,145.0,8.53,0.0,1.0,1.0,2,0.0,0.0,59.0,75.9,82.9,67.4,,59,,2016,75.90000072866678
205,Sammie Coates,PIT,WR,23,14,5.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,3.5,0.0,49.0,21.0,435.0,20.71,2.0,0.0,0.0,2,0.0,0.0,57.0,77.9,80.9,67.4,,87,,2016,77.90000066906214
206,Jermaine Kearse,SEA,WR,26,16,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,89.0,41.0,510.0,12.44,1.0,0.0,0.0,1,0.0,0.0,57.0,98.0,101.0,77.5,,86,,2016,98.00000075995922
207,Matt Moore,MIA,QB,32,4,3.0,55.0,87.0,721.0,8.0,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0,0.0,0.0,55.0,54.7,60.7,57.7,,36,,2016,80.95000053569674
208,Eddie Royal,CHI,WR,30,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,43.0,33.0,369.0,11.18,2.0,2.0,0.0,3,0.0,0.0,55.0,87.9,90.9,71.4,,89,,2016,81.90000054985285
209,Sammy Watkins,BUF,WR,23,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,52.0,28.0,430.0,15.36,2.0,0.0,0.0,2,0.0,0.0,55.0,83.0,86.0,69.0,,88,,2016,83.00000064074993
210,Travaris Cadet,NOR,RB,27,15,1.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,4.75,0.0,54.0,40.0,281.0,7.03,4.0,0.0,0.0,4,0.0,0.0,54.0,94.0,97.0,74.0,,61,,2016,94.00000044703484
211,Ryan Griffin,HOU,TE,26,16,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,74.0,50.0,442.0,8.84,2.0,1.0,1.0,2,0.0,0.0,54.0,104.2,108.2,79.2,,26,,2016,104.20000065863132
212,Jeremy Langford,CHI,RB,25,12,3.0,0.0,0.0,0.0,0.0,0.0,62.0,200.0,3.23,4.0,27.0,19.0,142.0,7.47,0.0,2.0,2.0,4,0.0,0.0,54.0,73.2,81.2,63.7,,60,,2016,73.20000050961971
213,Clive Walford,OAK,TE,25,15,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,52.0,33.0,359.0,10.88,3.0,0.0,0.0,3,0.0,0.0,54.0,86.9,89.9,70.4,,27,,2016,86.90000053495169
214,Chris Conley,KAN,WR,24,16,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,69.0,44.0,530.0,12.05,0.0,1.0,0.0,0,0.0,0.0,53.0,97.0,100.0,75.0,,90,,2016,97.00000078976154
215,Jared Goff,LAR,QB,22,7,7.0,112.0,205.0,1089.0,5.0,7.0,8.0,16.0,2.0,1.0,0.0,0.0,0.0,,0.0,5.0,2.0,1,0.0,0.0,53.0,53.2,65.2,60.2,,37,,2016,81.05000083521008
216,Nelson Agholor,PHI,WR,23,15,14.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,2.8,0.0,69.0,36.0,365.0,10.14,2.0,1.0,0.0,2,1.0,0.0,52.0,87.9,90.9,69.9,,91,,2016,87.90000056475401
217,Jesse James,PIT,TE,22,16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,60.0,39.0,338.0,8.67,3.0,0.0,0.0,3,0.0,0.0,52.0,90.8,93.8,71.3,,29,,2016,90.80000050365925
218,Josh McCown,CLE,QB,37,5,3.0,90.0,165.0,1100.0,6.0,6.0,7.0,21.0,3.0,0.0,0.0,0.0,0.0,,0.0,7.0,4.0,0,0.0,1.0,52.0,52.1,65.1,58.1,,38,,2016,81.1000008508563
219,Julius Thomas,JAX,TE,28,9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,51.0,30.0,281.0,9.37,4.0,0.0,0.0,4,0.0,0.0,52.0,82.1,85.1,67.1,,28,,2016,82.10000041872263
220,Garrett Celek,SFO,TE,28,16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,29.0,350.0,12.07,3.0,2.0,1.0,3,0.0,0.0,51.0,80.0,84.0,65.5,,31,,2016,80.00000052154064
221,Dorial Green-Beckham,PHI,WR,23,15,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,74.0,36.0,392.0,10.89,2.0,0.0,0.0,2,0.0,0.0,51.0,87.2,90.2,69.2,,92,,2016,87.20000058412552
222,Jermaine Gresham,ARI,TE,28,16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,61.0,37.0,391.0,10.57,2.0,1.0,0.0,2,0.0,0.0,51.0,88.1,91.1,69.6,,30,,2016,88.1000005826354
223,Albert Wilson,KAN,WR,24,16,5.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,25.0,1.0,51.0,31.0,279.0,9.0,2.0,0.0,0.0,3,0.0,0.0,51.0,81.9,84.9,66.4,,93,,2016,81.9000004902482
224,Alfred Blue,HOU,RB,25,14,2.0,0.0,0.0,0.0,0.0,0.0,100.0,420.0,4.2,1.0,16.0,12.0,40.0,3.33,0.0,2.0,1.0,1,0.0,0.0,50.0,62.0,66.0,56.0,,62,,2016,62.000000685453415
225,Andrew Hawkins,CLE,WR,30,16,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,33.0,324.0,9.82,3.0,0.0,0.0,3,0.0,0.0,50.0,83.4,86.4,66.9,,94,,2016,83.40000048279762
226,Dion Sims,MIA,TE,25,14,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,35.0,26.0,256.0,9.85,4.0,0.0,0.0,4,0.0,0.0,50.0,75.6,78.6,62.6,,32,,2016,75.60000038146973
227,Jay Cutler,CHI,QB,33,5,5.0,81.0,137.0,1059.0,4.0,5.0,5.0,24.0,4.8,0.0,0.0,0.0,0.0,,0.0,6.0,2.0,0,0.0,0.0,47.0,46.8,56.8,51.8,,39,,2016,70.35000082477927
228,Russell Shepard,TAM,WR,26,14,4.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,40.0,23.0,341.0,14.83,2.0,0.0,0.0,2,0.0,0.0,47.0,70.0,73.0,58.5,,95,,2016,70.00000052154064
229,Wendell Smallwood,PHI,RB,22,13,3.0,0.0,0.0,0.0,0.0,0.0,77.0,312.0,4.05,1.0,13.0,6.0,55.0,9.17,0.0,1.0,1.0,2,0.0,0.0,47.0,52.7,56.7,49.7,,64,,2016,46.700000546872616
230,Fozzy Whittaker,CAR,RB,27,16,0.0,0.0,0.0,0.0,0.0,0.0,57.0,265.0,4.65,0.0,33.0,25.0,226.0,9.04,0.0,1.0,1.0,0,0.0,0.0,47.0,72.1,79.1,59.6,,63,,2016,72.10000073164701
231,Danny Amendola,NWE,WR,31,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29.0,23.0,243.0,10.57,4.0,3.0,1.0,4,0.0,0.0,46.0,69.3,73.3,57.8,,96,,2016,69.30000036209822
232,Brandon Coleman,NOR,WR,24,16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38.0,26.0,281.0,10.81,3.0,0.0,0.0,3,0.0,0.0,46.0,72.1,75.1,59.1,,97,,2016,72.10000041872263
233,Will Tye,NYG,TE,25,16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,70.0,48.0,395.0,8.23,1.0,0.0,0.0,1,0.0,0.0,46.0,93.5,96.5,69.5,,33,,2016,93.50000058859587
234,Austin Hooper,ATL,TE,22,14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,27.0,19.0,271.0,14.26,3.0,0.0,0.0,3,0.0,0.0,45.0,64.1,67.1,54.6,,34,,2016,64.10000040382147
235,Jamize Olawale,OAK,RB,27,16,7.0,0.0,0.0,0.0,0.0,0.0,17.0,47.0,2.76,2.0,14.0,12.0,227.0,18.92,1.0,0.0,0.0,3,0.0,0.0,45.0,57.4,60.4,51.4,,65,,2016,57.40000040829182
236,Torrey Smith,SFO,WR,27,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,49.0,20.0,267.0,13.35,3.0,0.0,0.0,3,0.0,0.0,45.0,64.7,67.7,54.7,,98,,2016,64.700000397861
237,Justin Hardy,ATL,WR,25,16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,31.0,21.0,203.0,9.67,4.0,0.0,0.0,4,0.0,0.0,44.0,65.3,68.3,54.8,,99,,2016,65.30000030249357
238,C.J. Prosise,SEA,RB,22,6,2.0,0.0,0.0,0.0,0.0,0.0,30.0,172.0,5.73,1.0,19.0,17.0,208.0,12.24,0.0,0.0,0.0,1,0.0,0.0,44.0,61.0,67.0,52.5,,66,,2016,61.000000566244125
239,Aldrick Robinson,ATL,WR,28,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,20.0,323.0,16.15,2.0,0.0,0.0,2,0.0,0.0,44.0,64.3,67.3,54.3,,100,,2016,64.3000004813075
240,Charles Sims,TAM,RB,26,7,2.0,0.0,0.0,0.0,0.0,0.0,51.0,149.0,2.92,1.0,32.0,24.0,190.0,7.92,1.0,1.0,1.0,2,0.0,0.0,44.0,67.9,74.9,55.9,,67,,2016,67.90000050514936
241,Justin Hunter,2TM,WR,25,13,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,23.0,10.0,189.0,18.9,4.0,0.0,0.0,4,0.0,0.0,43.0,52.9,55.9,47.9,,101,,2016,52.90000028163195
242,Jared Cook,GNB,TE,29,10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,51.0,30.0,377.0,12.57,1.0,1.0,1.0,1,0.0,0.0,42.0,71.7,75.7,56.7,,35,,2016,71.70000056177378
243,Justin Forsett,3TM,RB,31,9,6.0,0.0,0.0,0.0,0.0,0.0,87.0,291.0,3.34,1.0,27.0,20.0,85.0,4.25,0.0,2.0,1.0,1,0.0,0.0,42.0,61.6,65.6,51.6,,68,,2016,61.60000056028366
244,Kenyan Drake,MIA,RB,22,16,1.0,0.0,0.0,0.0,0.0,0.0,33.0,179.0,5.42,2.0,10.0,9.0,46.0,5.11,0.0,1.0,0.0,3,0.0,0.0,41.0,49.5,52.5,45.0,,70,,2016,43.50000033527613
245,John Kuhn,NOR,FB,34,16,3.0,0.0,0.0,0.0,0.0,0.0,18.0,37.0,2.06,4.0,20.0,16.0,70.0,4.38,1.0,0.0,0.0,5,0.0,0.0,41.0,56.7,56.7,48.7,,69,,2016,56.700000159442425
246,Quinton Patton,SFO,WR,26,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,63.0,37.0,408.0,11.03,0.0,1.0,0.0,0,0.0,0.0,41.0,77.8,80.8,59.3,,102,,2016,77.80000060796738
247,Brice Butler,DAL,WR,26,16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,16.0,219.0,13.69,3.0,0.0,0.0,3,0.0,0.0,40.0,55.9,58.9,47.9,,103,,2016,55.90000032633543
248,James Starks,GNB,RB,30,9,4.0,0.0,0.0,0.0,0.0,0.0,63.0,145.0,2.3,0.0,25.0,19.0,134.0,7.05,2.0,1.0,0.0,2,0.0,0.0,40.0,58.9,64.9,49.4,,71,,2016,58.9000004157424
249,Kamar Aiken,BAL,WR,27,16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,29.0,328.0,11.31,1.0,0.0,0.0,1,0.0,0.0,39.0,67.8,70.8,53.3,,104,,2016,67.80000048875809
250,Trey Burton,PHI,TE,25,15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,60.0,37.0,327.0,8.84,1.0,0.0,0.0,1,0.0,0.0,39.0,75.7,78.7,57.2,,38,,2016,75.70000048726797
251,Eddie Lacy,GNB,RB,26,5,5.0,0.0,0.0,0.0,0.0,0.0,71.0,360.0,5.07,0.0,7.0,4.0,28.0,7.0,0.0,0.0,0.0,0,0.0,0.0,39.0,42.8,45.8,40.8,,72,,2016,42.800000578165054
252,Richard Rodgers,GNB,TE,24,16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,47.0,30.0,271.0,9.03,2.0,0.0,0.0,2,0.0,0.0,39.0,69.1,72.1,54.1,,36,,2016,69.10000040382147
253,Jacob Tamme,ATL,TE,31,8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,31.0,22.0,210.0,9.55,3.0,0.0,0.0,3,0.0,0.0,39.0,61.0,64.0,50.0,,37,,2016,61.000000312924385
254,Dwayne Washington,DET,RB,22,12,2.0,0.0,0.0,0.0,0.0,0.0,90.0,265.0,2.94,1.0,15.0,10.0,62.0,6.2,0.0,0.0,0.0,1,0.0,0.0,39.0,48.7,51.7,43.7,,73,,2016,48.70000048726797
255,Josh Bellamy,CHI,WR,27,16,2.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,9.25,0.0,38.0,19.0,282.0,14.84,1.0,0.0,0.0,1,0.0,0.0,38.0,56.9,59.9,47.4,,105,,2016,56.90000047534704
256,Dion Lewis,NWE,RB,26,7,5.0,0.0,0.0,0.0,0.0,0.0,64.0,283.0,4.42,0.0,24.0,17.0,94.0,5.53,0.0,1.0,0.0,0,0.0,0.0,38.0,54.7,57.7,46.2,,74,,2016,54.70000056177378
257,Aaron Ripkowski,GNB,RB,24,16,8.0,0.0,0.0,0.0,0.0,0.0,34.0,150.0,4.41,2.0,10.0,9.0,46.0,5.11,1.0,0.0,0.0,3,0.0,0.0,38.0,46.6,49.6,42.1,,75,,2016,46.60000029206276
258,Levine Toilolo,ATL,TE,25,16,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19.0,13.0,264.0,20.31,2.0,0.0,0.0,2,0.0,0.0,38.0,51.4,54.4,44.9,,39,,2016,51.400000393390656
259,Kyle Juszczyk,BAL,RB,25,16,7.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,4.4,1.0,49.0,37.0,266.0,7.19,0.0,0.0,0.0,1,1.0,0.0,37.0,73.8,76.8,55.3,,77,,2016,73.80000042915344
260,Alfred Morris,DAL,RB,28,14,0.0,0.0,0.0,0.0,0.0,0.0,69.0,243.0,3.52,2.0,6.0,3.0,11.0,3.67,0.0,0.0,0.0,2,0.0,0.0,37.0,40.4,43.4,38.9,,76,,2016,40.400000378489494
261,Ladarius Green,PIT,TE,26,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,34.0,18.0,304.0,16.89,1.0,0.0,0.0,1,0.0,0.0,36.0,54.4,57.4,45.4,,40,,2016,54.4000004529953
262,Erik Swoope,IND,TE,24,16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,22.0,15.0,297.0,19.8,1.0,0.0,0.0,1,0.0,0.0,36.0,50.7,53.7,43.2,,41,,2016,50.70000044256449
263,Jimmy Garoppolo,NWE,QB,25,6,2.0,43.0,63.0,502.0,4.0,0.0,10.0,6.0,0.6,0.0,1.0,1.0,3.0,3.0,0.0,2.0,1.0,0,0.0,0.0,35.0,36.0,40.0,35.5,,40,,2016,49.00000038743019
264,Cobi Hamilton,PIT,WR,26,11,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,17.0,234.0,13.76,2.0,0.0,0.0,2,0.0,0.0,35.0,52.4,55.4,43.9,,106,,2016,52.40000034868717
265,Darrius Heyward-Bey,PIT,WR,29,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,60.0,1.0,19.0,6.0,114.0,19.0,2.0,0.0,0.0,3,0.0,0.0,35.0,41.4,44.4,38.4,,107,,2016,41.400000259280205
266,Paul Richardson,SEA,WR,24,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,36.0,21.0,288.0,13.71,1.0,0.0,0.0,1,0.0,0.0,35.0,56.3,59.3,45.8,,108,,2016,56.30000043660402
267,Andre Roberts,DET,WR,28,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.0,14.0,188.0,13.43,1.0,2.0,1.0,3,0.0,0.0,35.0,48.8,52.8,41.8,,110,,2016,36.80000028014183
268,Deonte Thompson,CHI,WR,27,16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,36.0,22.0,249.0,11.32,2.0,1.0,1.0,2,0.0,0.0,35.0,56.9,60.9,45.9,,109,,2016,56.900000371038914
269,Landry Jones,PIT,QB,27,8,2.0,53.0,86.0,558.0,4.0,2.0,6.0,-4.0,-0.67,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,34.0,33.9,38.9,35.9,,41,,2016,49.50000040978193
270,Bryan Walters,JAX,WR,29,10,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,34.0,24.0,231.0,9.63,2.0,1.0,1.0,2,0.0,0.0,34.0,57.5,61.5,45.5,,111,,2016,57.50000035017729
271,Geronimo Allison,GNB,WR,22,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,22.0,12.0,202.0,16.83,2.0,0.0,0.0,2,0.0,0.0,32.0,44.2,47.2,38.2,,112,,2016,44.200000301003456
272,Corey Brown,CAR,WR,25,16,8.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,53.0,27.0,276.0,10.22,1.0,1.0,1.0,1,0.0,0.0,32.0,59.2,63.2,45.7,,113,,2016,59.200000420212746
273,Corey Grant,JAX,RB,25,11,1.0,0.0,0.0,0.0,0.0,0.0,32.0,164.0,5.13,1.0,7.0,4.0,35.0,8.75,1.0,0.0,0.0,2,0.0,0.0,32.0,35.9,38.9,33.9,,78,,2016,35.90000029653311
274,Bryce Petty,NYJ,QB,25,6,4.0,75.0,133.0,809.0,3.0,7.0,5.0,19.0,3.8,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0,1.0,0.0,32.0,32.3,43.3,39.3,,42,,2016,53.35000063106418
275,Peyton Barber,TAM,RB,22,15,1.0,0.0,0.0,0.0,0.0,0.0,55.0,223.0,4.05,1.0,6.0,5.0,28.0,5.6,0.0,0.0,0.0,1,0.0,0.0,31.0,36.1,39.1,33.6,,79,,2016,36.100000374019146
276,Eric Decker,NYJ,WR,29,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,21.0,9.0,194.0,21.56,2.0,0.0,0.0,2,0.0,0.0,31.0,40.4,43.4,35.9,,114,,2016,40.40000028908253
277,Andre Holmes,OAK,WR,28,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.0,14.0,126.0,9.0,3.0,0.0,0.0,3,0.0,0.0,31.0,44.6,47.6,37.6,,117,,2016,44.60000018775463
278,Rod Streater,SFO,WR,28,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,27.0,18.0,191.0,10.61,2.0,0.0,0.0,2,0.0,0.0,31.0,49.1,52.1,40.1,,115,,2016,49.10000028461218
279,Jordan Taylor,DEN,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.0,16.0,209.0,13.06,2.0,1.0,1.0,2,0.0,0.0,31.0,46.9,50.9,38.9,,116,,2016,46.90000031143427
280,Virgil Green,DEN,TE,28,12,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,37.0,22.0,237.0,10.77,1.0,0.0,0.0,1,0.0,0.0,30.0,51.7,54.7,40.7,,42,,2016,51.70000035315752
281,Kenjon Barner,PHI,RB,27,13,0.0,0.0,0.0,0.0,0.0,0.0,27.0,129.0,4.78,2.0,11.0,5.0,42.0,8.4,0.0,0.0,0.0,2,0.0,0.0,29.0,34.1,37.1,31.6,,80,,2016,34.100000254809856
282,C.J. Uzomah,CIN,TE,23,10,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38.0,25.0,234.0,9.36,1.0,0.0,0.0,1,0.0,0.0,29.0,54.4,57.4,41.9,,43,,2016,54.40000034868717
283,Cameron Artis-Payne,CAR,RB,26,3,3.0,0.0,0.0,0.0,0.0,0.0,36.0,144.0,4.0,2.0,1.0,1.0,11.0,11.0,0.0,0.0,0.0,2,0.0,0.0,28.0,28.5,31.5,28.0,,82,,2016,28.500000230968
284,Jacoby Brissett,NWE,QB,24,3,2.0,34.0,55.0,400.0,0.0,0.0,16.0,83.0,5.19,1.0,0.0,0.0,0.0,,0.0,3.0,1.0,1,0.0,0.0,28.0,28.3,32.3,28.3,,44,,2016,32.30000042170286
285,Nick Foles,KAN,QB,27,3,1.0,36.0,55.0,410.0,3.0,0.0,4.0,-4.0,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,28.0,28.0,31.0,28.0,,45,,2016,38.10000029951334
